거래금액,전용면적,년,,,,,,,,
"13,000",70.86,202103,,,,,,,,
"16,400",62.88,202103,,,,,,,,
"12,800",59.76,202103,,,,,,,,
"17,500",49.65,202103,,,,,,,,
"54,000",84.66,202103,,,,,,,,
"11,150",59.79,202103,,,,,,,,
"25,500",59.99,202103,,,,,,,,
"17,800",84.87,202103,,,,,,,,
"21,500",59.95,202103,,,,,,,,
"28,900",59.89,202103,,,,,,,,
"13,000",59.76,202103,,,,,,,,
"27,700",59.89,202103,,,,,,,,
"27,500",61.1,202103,,,,,,,,
"69,500",84.98,202103,,,,,,,,
"24,900",59.99,202103,,,,,,,,
"15,200",59.65,202103,,,,,,,,
"13,400",59.76,202103,,,,,,,,
"33,500",84.8257,202103,,,,,,,,
"27,000",84.9067,202103,,,,,,,,
"22,900",59.99,202103,,,,,,,,
"34,900",42.48,202103,,,,,,,,
"11,000",53.7,202103,,,,,,,,
"14,000",68.04,202103,,,,,,,,
"13,700",59.65,202103,,,,,,,,
"28,000",32.76,202103,,,,,,,,
"27,300",84.41,202103,,,,,,,,
"27,500",84.24,202103,,,,,,,,
"32,000",84.44,202103,,,,,,,,
"28,800",83.5,202103,,,,,,,,
"32,500",50.25,202103,,,,,,,,
"32,400",59.61,202103,,,,,,,,
"50,000",84.747,202103,,,,,,,,
"19,000",60.435,202103,,,,,,,,
"40,000",131.66,202103,,,,,,,,
"20,000",59.96,202103,,,,,,,,
"25,500",50.25,202103,,,,,,,,
"28,500",50.25,202103,,,,,,,,
"18,200",83.13,202103,,,,,,,,
"29,300",84.54,202103,,,,,,,,
"33,800",81.58,202103,,,,,,,,
"23,000",81.1657,202103,,,,,,,,
"12,400",79.65,202103,,,,,,,,
"39,800",55.31,202103,,,,,,,,
"32,800",84.9484,202103,,,,,,,,
"15,900",59.64,202103,,,,,,,,
"15,400",84.93,202103,,,,,,,,
"14,300",59.595,202103,,,,,,,,
"25,000",70.66,202103,,,,,,,,
"31,500",59.97,202103,,,,,,,,
"7,500",20.43,202103,,,,,,,,
"27,800",84.9208,202103,,,,,,,,
"57,500",84.96,202103,,,,,,,,
"25,200",84.7958,202103,,,,,,,,
"54,000",84.875,202103,,,,,,,,
"54,000",84.95,202103,,,,,,,,
"16,000",69.22,202103,,,,,,,,
"27,000",81.1657,202103,,,,,,,,
"88,000",140.007,202103,,,,,,,,
"45,800",130.52,202103,,,,,,,,
"37,000",59.99,202103,,,,,,,,
"28,600",59.97,202103,,,,,,,,
"27,000",69.0812,202103,,,,,,,,
"27,000",77.24,202103,,,,,,,,
"150,000",296.94,202103,,,,,,,,
"33,000",81.31,202103,,,,,,,,
"34,000",81.31,202103,,,,,,,,
"34,000",81.31,202103,,,,,,,,
"34,000",81.31,202103,,,,,,,,
"33,000",81.31,202103,,,,,,,,
"33,000",81.31,202103,,,,,,,,
"33,000",81.31,202103,,,,,,,,
"33,000",81.31,202103,,,,,,,,
"33,000",81.31,202103,,,,,,,,
"34,000",81.31,202103,,,,,,,,
"33,000",81.31,202103,,,,,,,,
"33,000",81.31,202103,,,,,,,,
"34,000",81.31,202103,,,,,,,,
"53,000",119.94,202103,,,,,,,,
"41,900",84.987,202103,,,,,,,,
"32,500",59.97,202103,,,,,,,,
"25,500",77.24,202103,,,,,,,,
"33,000",84.86,202103,,,,,,,,
"29,000",69.22,202103,,,,,,,,
"32,500",130.1225,202103,,,,,,,,
"14,000",60.99,202103,,,,,,,,
"27,000",69.0812,202103,,,,,,,,
